Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
2435	43.2956663	27.9920144	21.4239001	18.7604960	14.7338848	13.0037960	20.6435604	34.5932223	19.8421881	14.9485041	10.9458634	7.1147761	31.2531828	29.5843509	22.7605097	22.3990488	11.3995074	8.5798877	15.1822827	13.7962979	28.0682308	25.2664451	21.3779960	14.8646605	18.9238665	7.4632527	11.6854271	11.5043799	25.8586410	0.0441209	0.0913780
2440	40.0961143	26.4742854	23.8715299	18.1517020	14.7338848	16.9257752	20.6435604	37.2795779	21.2333855	14.0377304	11.0606963	9.0112997	36.4671605	32.1130110	30.2575265	22.0316707	11.3995074	9.4163277	15.1822827	13.7962979	31.5060596	22.3206239	22.0799669	16.3705405	16.5404774	11.3048145	15.2546887	11.4628425	21.3255749	0.0490083	0.1213053
2445	42.9299385	26.0382575	23.8075890	21.3518140	15.2154503	16.9257752	18.1091604	36.0413321	19.7545916	13.8619369	14.1973733	6.7451375	31.9498496	31.5425303	21.5231065	20.2708892	11.9887572	9.4163277	16.3097140	14.6105443	29.5763736	27.7396676	24.0527746	13.6397102	19.1714479	7.6526413	12.9822203	11.4628425	25.4882257	0.0514410	0.1257833
2450	46.1585460	28.3978058	25.5492918	21.8274302	12.9757078	12.0167432	19.9768861	33.4748759	17.5295948	13.0477418	13.0529507	10.2743285	31.0039319	30.9920152	24.6530770	20.2719760	11.9887572	7.9366934	20.1921418	20.4931586	30.4008794	30.3740671	23.6119964	11.1104283	18.1765361	7.6526413	15.0726591	9.4678515	24.5215326	0.0513008	0.1833995
2455	35.5562416	28.8036707	22.0386059	20.9762910	13.4273068	15.2134938	19.9768861	35.0869373	20.4147535	12.8763962	13.6257049	8.4512116	34.6568637	29.2501328	25.8809024	24.9067706	9.8395382	7.9366934	18.4092769	20.5974367	28.4263676	23.2985695	23.2456719	15.0860400	17.8531122	8.9164232	13.5952414	11.2870506	17.9930677	0.0564274	0.2048451
2460	36.1687167	28.8036707	20.6635670	17.9868146	13.5867515	16.0022410	19.9768861	35.8131048	21.8364534	15.2740717	14.7448141	8.4512116	35.2831426	31.3331023	22.7332176	22.2917682	9.9813606	8.9023790	15.3601553	14.6783467	29.6028278	29.5493094	23.3364305	17.1158720	19.1619916	8.9164232	13.5299247	12.9221464	26.1410863	0.0476486	0.2675310
2465	44.3908686	22.0976835	20.8075817	17.8219126	14.5363709	16.0022410	17.6853307	39.8414014	22.6810302	16.2152604	11.6323811	6.1016934	37.5682948	29.9566202	23.9313379	22.5349031	11.4153015	9.2692978	19.6634480	14.6783467	29.9050341	26.2888314	21.0636132	15.3070053	24.5012061	7.2496877	18.0675220	14.2208623	18.5130690	0.0529242	0.3661572
2470	42.5862579	27.0090102	22.3571112	17.0576321	9.8205803	16.0022410	20.1535918	41.3271173	22.6810302	12.1544046	13.5968140	10.0690673	36.1859251	34.3669100	27.3297857	19.4955233	9.8990545	7.7235928	18.1135691	18.4970371	34.0006132	26.9748855	22.3731182	15.3070053	24.2566591	7.7728190	12.1196937	10.4285468	15.8732417	0.0505142	0.2708565
2475	42.5862579	26.3676923	24.8919903	21.9680895	13.5614582	12.6224716	22.4227175	37.9730207	21.2844818	18.1153764	10.8309435	7.2602341	36.9302122	33.8731945	23.4844275	19.1844186	9.8990545	9.2592705	14.6732783	14.8152411	31.1201412	30.2553774	24.5493164	17.4195424	17.3281327	7.7728190	15.6971691	9.9620954	23.5470837	0.0556395	0.3433417
2480	45.5844083	28.2856667	24.3063706	22.2394409	14.0454518	20.6926979	18.6465086	39.9636628	21.5659671	16.8875466	13.6947412	7.9857100	35.0846014	34.4306316	25.0061967	21.6568115	9.8990545	9.6961618	17.4055751	15.3978224	33.9349111	28.1124048	23.3632046	13.2018564	19.3009038	7.7728190	13.9914037	11.0711966	26.5904482	0.0662964	0.2982630
2485	40.1076344	29.2247301	22.3530837	17.5582026	14.0454518	15.1119571	18.5044912	39.1815657	21.2664158	12.5249131	13.6947412	7.9857100	35.7654051	31.2698204	25.1684874	21.5378247	9.8990545	9.6961618	17.4055751	14.5027986	29.9448230	24.3343791	20.2500453	15.9536823	18.9725197	7.7728190	14.3908367	12.2667341	18.4311572	0.0589882	0.2573773
2490	40.3825844	28.5849737	21.1232094	19.1456535	15.9796922	15.1119571	15.6993498	39.5500614	22.9234184	14.2300967	17.5294057	5.9961027	38.5718532	34.4060598	21.2056546	20.6655349	9.8990545	9.6961618	17.4055751	15.4483071	29.9721072	25.6382269	22.0153597	14.9462317	16.8984550	10.0346171	14.3378087	13.6095443	26.8591275	0.0677963	0.2573773
2495	42.3086339	32.2502889	27.8700580	18.5927027	13.4580552	18.2771582	23.3302690	39.7568573	21.5523052	14.2300967	11.3625770	9.9987371	37.7652863	32.7306265	21.7329230	21.6916032	10.1390007	9.0832461	14.7001788	11.6905618	27.4355540	26.7870067	25.6696633	14.9462317	18.9438721	7.3645749	14.0150968	12.2372099	26.8591275	0.0632246	0.2163734
2500	46.9595117	30.9968661	20.9986459	20.5761198	14.6533224	14.9552339	18.8340727	38.8181818	26.7879925	14.2300967	12.7002822	7.4226037	37.6930579	31.2644964	22.7616533	22.2992063	10.1390007	9.0832461	20.1795578	15.5883440	28.7115090	28.1799130	24.0803914	17.3735965	18.4434157	8.9666325	18.3863854	11.8252712	17.4591741	0.0541366	0.2163734
2505	40.1369909	34.5631955	24.6636074	20.9475797	12.9165752	15.1747474	17.0009699	35.5343443	24.9537595	14.2300967	12.5240909	10.7713069	34.8379992	34.2637907	27.6696425	20.9713892	10.1390007	9.0832461	16.6114705	20.7141152	28.5231800	26.7288152	24.4377011	17.5588603	15.4949435	8.9666325	13.9561012	11.8252712	20.8802537	0.0542314	0.1243415
2510	40.1369909	25.4977437	23.9694451	16.7232242	14.4568744	15.1747474	19.4938401	30.3276927	16.6579271	13.5613122	12.5082955	10.2390430	29.9767774	29.3950093	23.5686599	17.9239098	10.1390007	9.0832461	17.1095056	13.3267740	29.0546524	25.9834962	22.7083942	13.7515865	22.2575906	8.9666325	11.3381784	10.6881965	28.3031502	0.0547529	0.2097268
2515	34.4344490	32.0644928	22.0469050	20.8056138	13.3727069	10.9494848	19.4938401	32.8730354	18.4915113	13.5613122	11.1676774	9.9583625	32.0082535	30.0982694	29.1947920	29.0872960	10.1390007	9.0832461	17.1095056	15.1170212	28.7673157	27.9127622	24.6900923	13.7515865	19.3705627	6.9317723	17.2610446	12.8975227	20.5716123	0.0559600	0.2097268
2520	37.1331653	26.6454523	25.5021568	22.2724297	15.1207714	19.9619141	16.8994564	36.7815038	21.7208998	12.6161263	11.4051958	8.4257719	34.4455668	30.3325630	21.4409209	18.4492977	11.8803557	10.2683196	17.1095056	19.8933490	28.4019459	25.7667487	21.5145348	15.6621142	25.7136808	9.1968932	16.9863292	9.6062114	25.2153088	0.0565334	0.2097268
2525	37.1331653	27.5582211	22.7537701	20.5398809	15.1207714	18.0627138	21.0049095	36.8606903	21.0670661	14.6895883	16.5837155	6.4774623	35.5940650	33.0978975	27.4670878	23.5904128	11.8803557	7.3709474	21.0564639	14.2331160	31.3906277	27.1062856	22.7938751	13.0513730	15.2899941	6.0707895	14.0990830	10.4617148	21.9270436	0.0564653	0.2097268
2530	42.6905396	32.0745302	23.6536130	21.2837889	12.2168972	16.7754994	15.3558208	37.5849578	21.0670661	17.2124858	9.5648151	6.4774623	35.0091241	34.9607187	30.8027856	21.4338337	8.2301188	6.9274526	20.1843298	14.2331160	32.9532368	31.0137249	26.2483919	20.3743698	21.2860162	8.0734693	14.3308329	11.0619344	24.9599017	0.0540530	0.2097268
2535	42.6905396	29.3492050	21.5760734	20.4405851	16.2592335	16.7754994	19.6568980	37.2485872	21.7366040	15.4963242	13.2897332	6.5096101	35.0936672	32.5750370	26.2712999	18.7473463	10.9443623	6.5728539	14.2702832	16.7044929	26.4378877	24.4392408	21.1854684	13.5156214	14.7563341	9.3766175	12.5790602	11.0619344	26.0270539	0.0578337	0.1666864
2540	41.1007185	24.7381086	22.0672380	18.7127139	12.8910675	17.9746146	19.6568980	39.2562437	20.8918875	12.0314925	13.2897332	8.8675490	37.2415369	34.8771796	26.7709069	25.4797606	10.9443623	10.8335836	19.9955294	16.7044929	34.0802224	29.6421720	24.5730909	16.2304197	22.0464231	7.0632902	14.7760259	14.2709406	20.9906126	0.0583621	0.2363152
2545	41.1007185	26.7852145	25.3456393	21.6683952	12.8910675	19.5233274	19.6568980	36.9393981	18.0819322	12.0314925	13.4755440	10.4498525	36.4127733	36.3882686	25.2189970	24.2473882	11.6533348	9.1334246	14.8355397	18.0716489	30.7301249	25.2313995	22.9286846	13.2425367	18.9430592	8.5003183	13.5121530	13.0253344	26.3241463	0.0536789	0.1904057
2550	38.8565421	24.7457041	21.5148614	21.2594550	12.8910675	19.5233274	14.0293321	37.1152353	18.3893199	12.0314925	12.6325351	11.3046823	34.3030639	33.1205872	30.5632714	21.6396881	11.6533348	9.4793999	14.8355397	17.5452033	31.6676551	25.9783564	25.2442808	14.0240399	18.9430592	8.5003183	16.4577062	11.9412463	22.2071327	0.0626071	0.1815459
2555	39.0907556	23.6811452	21.8575202	19.7435574	15.3570776	14.7566689	20.9119093	33.0314578	17.0568774	13.9908053	13.7563399	8.5994958	30.8942410	29.4849739	24.5300574	23.0387602	10.0606529	9.4793999	16.0569857	19.1053977	28.9666126	27.6815092	25.2442808	14.0240399	22.5968644	7.3103637	12.0084938	11.9412463	22.2071327	0.0526795	0.1815459
2560	40.5032230	33.6962308	21.3406378	19.9694423	16.2326637	19.4375083	20.9568626	38.2456287	19.7826620	16.8775770	11.2894948	7.5141344	36.4384367	35.1303811	19.4300234	17.6300299	11.2485415	9.9964272	16.0569857	15.2893966	32.1121925	29.2519653	21.1863742	14.0240399	22.1094717	7.3103637	11.9862458	10.9853477	25.2600767	0.0485163	0.2546969
2565	38.0332385	29.2423675	25.1450141	19.7225851	12.9621101	16.4007754	20.0161889	35.9961597	22.1600340	12.3531965	13.7321318	7.0482345	35.7304877	31.1370521	21.7090651	18.5407611	12.5355659	11.2483893	16.0569857	16.7377494	30.2907799	28.5546162	24.8147043	15.4682179	17.1281811	5.4360627	16.2040128	14.9322242	16.9047149	0.0556850	0.2117021
2570	38.2892317	29.8023715	21.2567568	19.7596030	15.7109709	15.3897536	20.0161889	37.0914493	22.1600340	15.8786001	11.2139690	7.0482345	35.4024185	31.6220193	30.6083251	20.3255599	10.2366590	7.6705802	17.3673701	16.6412864	30.5251995	28.5922848	23.2493058	15.4682179	15.8686940	9.7133732	12.1349839	10.8554111	29.4743775	0.0600447	0.2722008
2575	49.5368625	27.6947527	25.1381256	22.6125581	15.7109709	15.3897536	20.9169372	38.6243474	17.8312998	15.8786001	13.0905336	6.8435087	36.5838407	34.6039950	30.8776966	21.7617628	10.2366590	7.4570131	14.7733138	12.5638534	33.6894321	29.9258327	22.5422512	15.7472909	17.6613364	8.7463593	12.0082648	10.6899612	27.0420868	0.0600447	0.1569020
2580	45.8314152	26.4346575	21.0790190	18.8796978	14.7899229	18.3697931	20.9169372	39.6597474	22.5502035	9.0309612	12.5419037	8.5586396	39.5492307	36.5750089	29.1727198	27.2350100	10.2366590	10.1120038	12.2608316	12.5638534	31.3672942	23.1168351	22.6523399	15.9189693	14.6907818	8.7463593	14.5727504	10.6899612	23.0565643	0.0543729	0.1444269
2585	42.9559122	30.5675336	23.4199370	20.1698598	14.5533060	18.0246699	20.9169372	37.4057036	21.3989675	18.0436711	11.7202811	8.5586396	31.2402996	31.1002973	28.2585658	23.0696486	10.2366590	10.1120038	16.7760881	16.3227745	30.6812588	28.0270046	26.1854128	15.9189693	18.2210304	6.4242736	15.7828361	9.2382662	26.7787810	0.0568083	0.1373366
2590	38.4186876	24.1194992	21.7145081	19.3816981	14.5533060	18.0246699	20.9169372	33.3743747	20.3987019	17.0868296	13.6508735	11.2077073	33.3448384	33.3412669	23.9832282	20.4889209	10.2366590	10.1120038	15.0696097	13.6740362	30.6744758	28.7261338	27.0373680	17.3308308	16.2620199	6.4242736	14.7868127	12.9709105	22.3331184	0.0608841	0.1140345
2595	44.6112960	26.0401980	21.6577544	18.6459821	13.3153005	16.0923494	19.5912025	43.2664555	19.0388630	14.2632663	12.3496932	7.9309893	40.1965214	35.8557165	24.3530049	24.0667690	10.2366590	9.4499572	21.8030519	11.8455260	32.4753273	31.2602486	24.6966665	13.8304330	20.6769850	7.1808492	17.2175379	12.0873168	28.8714111	0.0645253	0.1140345
2600	41.1810261	34.6537684	25.7374022	22.4278440	17.7901400	18.2777962	23.3399780	40.4977916	20.2490706	16.8670846	13.6439460	7.7128377	37.4084711	32.3232413	22.9578334	21.9303534	12.0369423	10.8744585	21.8030519	16.4273003	31.8902229	29.4677723	28.0808774	12.1072267	22.3107597	7.1808492	15.4612386	13.7102313	18.1161884	0.0581332	0.1827714
2605	41.1810261	36.3375323	25.9290180	19.4648158	9.6629369	17.7338533	20.5297081	38.7876661	20.8628224	11.9761708	10.7049263	7.3489196	35.3388157	34.2712623	22.9851033	19.3336562	9.7573100	7.8473168	19.2615178	16.7697819	30.0926758	29.5879968	22.8040837	16.6414946	22.1771330	6.4500226	15.0595612	8.8759356	27.9289887	0.0563618	0.1827714
2610	49.4639295	27.3203044	24.9135820	17.3806294	14.2769679	16.1768208	16.7707181	38.7876661	23.6072704	11.9761708	12.2741718	6.2463318	34.5837147	31.5054479	26.3853782	20.2129364	9.7573100	9.0505532	17.4804753	14.8426583	29.3355677	25.4783456	20.6630451	12.0614176	14.3652768	6.4500226	13.3452854	11.9248165	27.9289887	0.0689699	0.2340149
2615	42.6579849	28.2694401	26.8372529	21.0919516	12.9906832	15.6413547	16.8281649	38.9647632	17.3409276	11.9761708	10.3928443	7.1466348	37.3974517	36.1650606	27.8252565	22.5153186	14.1679277	9.0505532	22.2442728	14.8426583	31.9514441	27.6599616	26.2238378	12.0614176	18.2105712	9.2234969	17.2090087	11.9248165	18.6346987	0.0653590	0.2340149
2620	38.8577608	35.5809358	26.0897698	22.1176438	12.9906832	19.0483038	19.7431035	38.5091326	20.6570082	13.9121728	12.4550265	9.5181455	34.8381695	34.3607397	25.5471887	20.0221911	7.8560420	7.3913397	16.4766288	17.9169540	32.7579357	29.5835358	24.0023372	16.5188971	18.2115465	7.7091321	13.7639715	9.5409048	24.6272083	0.0659196	0.1234699
2625	40.8744711	32.8386722	23.3084551	19.8874859	11.7342305	10.4291414	18.2280834	37.4989574	19.9140967	19.4634735	11.8416036	8.4036681	32.4413644	31.5506970	25.5471887	25.0437099	11.4480905	10.0545938	19.5205579	16.5201616	29.2791496	27.8357501	26.7056412	14.1224923	15.9236322	5.7428768	14.3388937	12.0173602	20.9826810	0.0587970	0.1782819
2630	36.5797199	36.5494240	27.4445201	22.7222691	17.1415978	21.9214040	20.2826224	34.9153730	27.2013316	13.6464049	14.2305911	9.7166515	34.5645994	31.6201805	20.4704736	19.4566701	11.4480905	10.0545938	16.5390106	19.2129704	31.0893675	30.3695164	23.5028011	12.1975909	15.7375874	9.4353450	14.5861259	9.2767210	27.4982903	0.0435007	0.1782819
2635	39.0420903	28.3105166	26.7261994	22.3502186	18.7897058	13.1156055	21.7221239	33.5701969	20.3580633	19.4666583	12.6264463	9.7166515	32.6963953	32.2381498	28.1190822	24.8844349	11.7492540	9.0223426	15.4278512	15.4796531	29.7787468	28.4476798	27.9953842	12.1975909	21.4854513	9.4353450	13.6398548	12.2435067	27.4982903	0.0475100	0.2340170
2640	41.0314776	30.3901107	25.6065558	16.9623248	11.6186824	13.7541784	16.0395451	37.8348618	20.3580633	15.3759222	15.2600382	10.5788154	31.5636215	30.7107924	27.0474325	17.1654257	13.1086801	8.4405735	14.4076837	15.4796531	29.8501556	27.4093326	21.8736492	12.1975909	20.1426532	6.7609845	14.7639782	9.2713200	24.4627954	0.0433960	0.1835944
2645	41.0314776	28.9856325	23.5244757	18.1501948	14.4775233	13.7541784	19.0209536	40.1672158	26.6250623	15.3759222	11.2773304	7.2195858	33.1403744	32.7216738	26.7085589	23.2430451	10.6847014	9.8949566	16.6086211	14.9876630	30.5202971	28.4054619	23.7577433	12.1975909	19.4520631	5.8381862	15.9809882	13.3712037	24.4627954	0.0373232	0.1835944
2650	36.0579557	28.8752649	22.7677350	19.8275632	14.6585029	16.9903831	19.0575883	33.4474581	24.7042341	14.8621355	10.9410013	8.2955115	32.5918639	31.3569769	24.6082840	21.5219688	10.6847014	10.2334295	20.6125706	16.9132483	30.2759666	29.2533087	25.5826944	15.8048466	18.1646132	9.8302234	13.4530667	9.3010797	23.2808987	0.0439838	0.2569826
2655	43.1655988	31.4585224	21.2433979	18.5654205	10.0232316	17.6968171	18.2770403	32.6819201	22.8847713	14.2498940	14.4337509	8.2955115	31.7164434	28.7348015	23.7472816	22.5245147	10.6847014	8.7364799	20.9386301	15.5510339	28.1403334	26.2891509	19.9331454	19.5306240	22.6620750	8.8867500	11.5828028	10.4590108	26.5634801	0.0480986	0.2569826
2660	39.3882036	23.1243648	22.5425804	19.3894957	15.2627517	15.0019900	19.1220203	34.7713008	15.7047808	12.4828262	11.8248351	9.2357141	33.8209143	33.3696591	27.3155309	24.3361197	11.3392232	11.0148350	20.9386301	22.7196150	32.1654644	30.5771665	27.4166507	15.3896956	22.6654794	5.6108212	13.8807047	12.9413350	27.9955719	0.0442592	0.2569826
2665	43.1061441	29.0622161	25.8405234	16.8598611	15.2627517	15.0019900	20.0825348	38.0435147	24.5067236	12.4828262	12.6872241	7.5228035	36.2270148	33.4191511	23.2741274	16.7764730	12.4993993	10.6847974	16.6568244	15.2079437	29.0115376	28.0460566	21.9670415	17.0298066	15.2905653	9.3839310	15.0835445	12.9413350	27.6265134	0.0445416	0.2451335
2670	41.1319429	29.1482256	21.0437980	18.4185482	14.3146993	15.0019900	18.6034928	39.4747940	27.1071145	12.4828262	14.8368293	7.5228035	35.3912117	28.8811374	23.7362888	23.5111731	9.0128054	6.9675088	16.6951560	15.2079437	28.7795678	25.8984118	19.9375689	14.7542285	18.3605572	6.7809299	14.6889177	12.9413350	27.0719087	0.0405585	0.1785543
2675	44.4520885	31.9178778	23.3847901	22.6198524	14.8721043	16.5985450	14.9718621	42.5653952	20.0258964	14.6526322	13.3058745	9.5934437	35.8676216	32.3773502	23.5708851	17.4767796	11.3052107	8.1920851	16.7868323	17.7581134	24.4086028	22.7491866	19.8499737	18.5991519	16.9166671	9.1251164	13.1858121	12.5364080	21.8448824	0.0405859	0.1851267
2680	45.6013960	31.4119066	23.5100205	23.0982986	17.9205203	17.0265601	20.9439893	40.4880315	20.1523853	12.1533300	12.2044741	9.5934437	38.2247911	31.8875452	26.6909196	22.3038616	10.8465281	7.3919931	16.7868323	18.8658335	30.8401847	29.3873035	25.0945129	16.1421384	17.5471157	9.1251164	14.6851912	10.3736698	21.8448824	0.0454052	0.2771817
2685	44.4134704	26.9259108	22.5044298	21.2001533	13.8088850	16.1792388	20.9439893	39.6440231	20.1523853	15.5352535	13.7807598	7.6077905	33.6502639	32.3899160	19.3343136	18.2183515	10.1076557	8.1246505	15.4323550	13.3092459	30.3395284	27.4748084	25.0945129	16.6348969	17.5471157	9.1251164	16.5177884	11.1065734	27.9839027	0.0483880	0.1967647
2690	42.7165704	26.2584915	22.8625731	20.4831329	8.9562928	14.2112185	20.0813331	37.3364492	20.8083482	15.0467036	11.7583624	6.5207397	36.6883145	33.8989103	31.1395910	16.4342727	10.3240386	8.1246505	15.9170051	15.3523719	32.4790238	26.2899963	23.0540403	16.3152265	22.6143723	7.8724474	15.7848720	12.3335409	21.2869205	0.0483880	0.1352448
2695	42.7165704	29.2607359	20.9957456	20.4190003	11.9391223	17.1311903	20.0813331	37.5439354	17.2904003	15.0467036	10.0383611	9.5526191	34.3680405	32.6761071	30.5701425	22.8180695	11.8693566	9.1213832	20.2264620	15.3523719	27.2571229	25.6518263	25.1051856	9.4103834	19.9417929	7.8724474	15.0225990	11.4293453	25.5898202	0.0440848	0.1482231
2700	42.0654986	25.5723018	24.9552879	17.7727258	11.2109543	17.4431737	18.8794919	34.3988707	18.2047575	17.2460137	14.2757871	8.6440608	33.7891048	33.0525080	27.4453987	19.8657530	14.4445132	10.1680061	16.0600719	17.4266668	32.5454953	25.8742184	23.1828657	10.0593072	13.1931052	7.8724474	12.9471306	9.2114585	25.5898202	0.0403452	0.1198035
2705	42.8387199	31.1934381	23.7021010	22.1715867	12.5062877	15.9765974	16.1353814	38.3200265	19.9649776	17.2460137	10.1694719	6.7197793	32.7573655	31.8427929	25.5162590	23.4835564	11.1910739	10.2627096	16.0600719	12.2756935	28.5951268	28.3640023	23.1828657	12.4242084	20.0334493	7.3893585	12.2107268	11.5278851	20.4918851	0.0367559	0.0635798
2710	42.8387199	28.3341720	23.1624517	18.4907975	12.5792154	17.0021590	20.1739617	40.2394547	22.5976403	10.7090867	15.3409215	7.6333015	38.0344142	34.8534781	25.1828634	23.4879524	11.1569976	10.7686307	16.0600719	17.9247260	30.8607755	25.9080003	22.3111173	17.1769199	22.6394972	4.3449037	14.6223757	9.7356324	28.1684301	0.0360973	0.1033884
2715	46.7847577	30.8763819	24.9211974	19.5786911	16.2819969	17.5642302	20.1739617	38.4690301	20.1292589	13.8781505	15.8907279	7.6333015	34.7984318	32.3544953	28.0927633	17.2080253	13.9674155	10.7686307	16.0600719	17.7459809	27.0837216	26.7595111	25.3680257	13.4325142	18.9812682	7.9298982	17.9491416	13.4627625	23.5218000	0.0344719	0.0693553
2720	39.7444631	26.2545408	23.2420064	22.8353861	13.5755418	18.9072042	20.1739617	39.6615388	21.2143880	16.5837133	9.9288153	9.7061027	39.5540244	38.1757422	25.9428345	21.6478041	8.1055787	6.2027610	14.3545858	19.3607697	30.6323528	29.6089596	24.2254252	15.7516790	15.4474941	7.9298982	12.1943623	11.8927349	27.3304551	0.0375339	0.1618159
2725	39.7444631	31.3469533	23.0600447	22.5033798	14.0452971	11.8312485	20.1739617	37.6493671	20.5598309	16.5825048	12.4889613	6.4467887	34.2970733	30.6878758	22.4808123	21.3952094	10.1916118	9.4874145	14.6060260	19.3063517	29.4881951	28.8200641	19.9230781	18.4230008	19.6819421	7.9298982	16.3687568	12.5036105	22.3309939	0.0383580	0.0758332
2730	40.6740151	26.2101295	24.4101024	21.2456650	12.6487812	20.6364026	17.7149800	31.1417458	18.7340985	15.3477436	12.4889613	7.3644074	29.2449689	28.6131376	22.8767544	20.3294298	10.1916118	9.4874145	20.0649048	16.9204031	27.9598281	27.2103010	25.3857846	18.4230008	15.0380777	6.9679765	12.8667765	12.5036105	22.3309939	0.0387812	0.0683663
2735	38.8840119	29.0593063	20.3727977	17.4293700	11.9635348	13.8529396	17.7900257	38.7404390	20.1183191	14.2275787	14.4678119	7.3644074	34.7927420	32.2541167	24.2307279	22.6225235	13.8485242	11.4251104	14.2278982	16.9769444	26.4290756	25.9736354	21.8341440	16.3420465	17.6688999	6.9679765	12.5791933	11.9136226	21.4189594	0.0419035	0.1086779
2740	37.0293203	21.7545412	20.4939993	20.2568962	15.4697754	18.2302172	17.7900257	30.9628816	23.9332177	18.6342170	13.1897417	7.3644074	29.6822691	29.0336017	24.9845946	23.8454533	14.5381462	14.2718447	23.5328249	13.2645668	26.6255980	22.8084973	20.8642335	14.3560098	20.4871665	7.5660102	13.9514547	10.9467725	20.5575717	0.0379362	0.1416648
2745	37.0293203	28.5722928	24.2322075	21.3672240	12.8361534	13.2827831	17.9016065	34.5568870	19.2871350	12.7271077	12.3521052	9.4939841	32.8128307	31.7902270	28.1598678	27.0863648	9.6440067	9.2545449	19.1181026	20.9954259	30.4638875	25.5468307	24.9903871	13.0132751	20.2077784	7.4410265	13.1622342	10.3255641	21.0434725	0.0423642	0.1957483
2750	45.2941319	30.0968691	24.0601548	21.0644566	11.5607819	13.7102490	22.4223631	34.4170060	19.4244742	10.0442491	12.6069049	9.1959827	33.4324743	31.5749066	23.4539432	18.5400594	9.6440067	9.2545449	17.0177395	19.4476208	31.2076033	29.4481890	27.6210226	13.0132751	20.3126726	8.1367033	13.1622342	10.1772539	21.4975399	0.0364020	0.1227289
2755	47.0889338	28.8669656	21.7026218	20.2561286	11.1986378	12.6191059	20.4268565	36.0330912	20.4323388	13.4915841	13.0239294	9.1959827	35.4746105	31.9624003	28.2552372	22.2400829	11.6711061	9.3178671	20.9027808	13.0455124	29.2509320	26.5589295	26.4816800	18.7987120	17.1535142	9.7592953	17.1286324	12.0168086	21.5203965	0.0359259	0.1627795
2760	38.2545925	30.5024376	22.2068716	21.0568317	15.0609318	18.4515114	15.5592225	36.1380578	21.9579930	13.4915841	14.8380357	6.4393908	34.5641076	30.2241943	28.7307091	20.0140177	14.5592418	5.6575997	16.9572034	19.1458728	28.8776124	23.7030077	21.5776363	15.6979749	19.1219306	6.9384881	14.2451320	12.0168086	21.1211529	0.0270715	0.1224704
2765	44.2134067	26.2265558	25.2105185	19.8818298	15.1068658	18.4515114	16.2453821	40.9958373	22.1865961	20.7009710	12.4273925	9.8640989	36.2538204	31.6274537	21.6908349	20.7407295	12.5647331	10.2915651	19.9933116	20.0641160	30.1293305	30.0391037	17.3257273	13.5761659	21.8949584	8.1811212	13.8068985	12.0168086	24.0146155	0.0242527	0.1563722
2770	41.0472372	28.9489148	25.5555882	19.4045517	15.1068658	17.6421171	20.0030359	36.3106932	21.3217803	17.1827950	10.0009903	6.7965219	35.1788989	33.4821707	23.7375735	21.7852382	14.0753436	8.8990319	19.9933116	17.7920184	25.7984725	25.6328870	21.4635463	15.3962783	19.4943868	8.1811212	16.3165341	12.0168086	24.0146155	0.0213789	0.1569132
2775	32.9730137	27.2194645	23.1300012	20.4559673	16.8150360	16.0795915	20.0030359	32.0690321	22.9069848	17.0615128	9.3309597	8.2379270	31.5295837	29.9575564	26.6640275	25.5003372	10.9152473	10.5849693	21.4483303	18.1585433	27.6862527	18.2310045	15.9893739	11.5212115	17.6846928	6.9736072	17.2120301	11.7806729	21.5752949	0.0233837	0.1569132
2780	43.2808015	27.0587457	24.8449385	19.1742799	15.3957230	15.7851836	21.1472003	39.7049970	23.6408269	11.4671740	10.7895969	8.2379270	33.9468884	30.6781162	24.0090712	23.2543744	10.9152473	10.5849693	18.0215133	12.1015567	28.4195185	26.5313880	26.3311038	13.4509823	17.7587318	7.5822410	15.3751406	11.7806729	21.5752949	0.0218575	0.1771182
2785	45.7775645	27.7609845	21.1565993	20.9375952	9.7814347	14.3630382	21.1472003	41.0561325	19.3441008	11.4671740	15.6819136	9.5771197	32.6799888	31.9313582	24.3259376	19.3316994	12.6899844	9.1037504	18.0215133	14.5468750	31.8727883	30.4400506	20.7044094	11.0817274	18.9338490	7.5822410	14.3265373	13.3585944	20.0549370	0.0226527	0.1231748
2790	44.5072905	29.5786659	21.4754323	20.6299154	15.0630098	14.3630382	21.1472003	34.2957730	27.4932421	10.9626166	11.0063523	9.3458344	33.8303994	33.5697317	27.5536328	19.8929028	12.6899844	9.1865600	19.1847864	16.0872826	33.1302750	32.5340337	23.6787745	18.1844262	14.7169625	12.7832002	14.3783994	13.3585944	26.6013922	0.0262533	0.0795257
2795	38.6226195	30.0790400	19.7284386	17.9757009	14.3600562	16.5255721	18.5069357	36.8347162	16.5883697	11.7285198	11.6542142	6.4946217	35.2425944	33.9384693	26.0151723	16.9668031	9.2310656	9.1865600	16.9321788	15.8537901	33.6886183	28.3655283	26.3635035	12.5897266	17.1882520	8.3420876	13.5532191	10.8561400	24.4274274	0.0299063	0.0795257
