Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
2800	37.9142265	30.9316299	30.5642693	25.9528895	14.3600562	12.1241533	15.9782171	35.3500353	24.9465824	15.4511733	14.3680975	8.2391685	34.6578779	34.4676593	27.6400742	24.3393020	9.2310656	9.1865600	16.9321788	12.2219950	34.2753248	29.6990740	29.6383832	12.5897266	19.7247341	6.7696912	12.9885711	12.1034545	22.8058180	0.0309309	0.0795257
2805	39.8103742	28.2320855	27.1501218	19.2498993	14.5133250	17.6828002	19.3011334	36.0307449	25.5578648	17.2180043	11.2769332	9.1445949	35.9364531	34.2472584	25.6551179	24.6372225	9.2310656	9.1865600	20.6380420	18.1988442	34.1475749	33.0411300	25.2894412	12.5897266	17.0345048	6.7696912	14.8389077	12.1034545	24.7688087	0.0292380	0.0999671
2810	41.7518930	28.2320855	27.1217051	18.7005157	14.5133250	12.8250752	19.9581088	36.9603165	20.9686861	15.9246233	12.9912460	9.1445949	35.9586989	33.8440121	24.9318286	22.0495174	9.2310656	9.1865600	20.6380420	18.2834021	32.1809327	25.4913414	25.2894412	12.5897266	17.5840988	7.2807593	14.5907689	12.6740136	23.0490620	0.0317211	0.0921575
2815	46.6211407	27.5412715	19.4471381	18.7825205	13.0812825	14.4656508	18.3609296	34.8226313	24.5880674	15.9246233	13.9337837	8.5520958	34.3398730	31.6786468	25.1208953	24.4187623	11.7373221	9.0757161	16.8854794	17.8261185	30.8406612	23.6689748	20.0363189	12.8749698	18.6665343	8.6650735	15.6876360	13.1150023	30.7094789	0.0352706	0.0891048
2820	39.6116051	27.5298112	26.0409684	18.0427524	15.5171101	16.5935262	20.6058323	35.8402247	21.1355991	12.3147557	14.1941591	7.2348387	35.1617880	30.5009145	24.1460994	23.9565011	12.3511648	9.5145942	14.3993219	15.5807883	26.7918706	24.8407125	19.3049884	17.5184569	17.6237449	6.9769717	14.3458799	12.8388555	21.5033672	0.0276016	0.0968489
2825	38.3795332	27.6389460	22.3017770	18.3795424	14.6471786	16.7648475	17.2944648	37.9174230	20.1665084	12.3147557	11.7578895	11.4081701	35.8474269	32.0581608	23.2495903	18.4661490	13.6203171	7.4925103	18.1224140	15.1592780	30.9809503	24.7932101	19.6470236	13.9781603	20.7478273	6.2134035	16.8874923	13.2172192	21.8972558	0.0272894	0.0968489
2830	38.3795332	25.3395505	23.7242422	19.1628431	12.7522166	18.1237385	18.1362347	35.6447352	19.0359822	12.1644916	13.3440635	8.8484368	34.5224658	29.9288427	23.2163409	21.4456934	14.2986088	11.0439726	19.3559749	17.8894628	29.6258575	26.9483550	21.8066593	14.5644286	20.8246907	7.6927490	14.9168684	14.1191919	21.8972558	0.0272894	0.1300887
2835	44.0425375	28.1707466	22.7716060	20.8002769	16.4394797	18.1237385	20.3020554	41.3013430	19.7219456	14.4339823	14.0788531	6.7720781	34.0468305	32.9976585	26.7339644	24.4308734	8.7018431	6.5879729	19.3559749	18.9500980	29.4905351	27.2123307	24.0164471	15.3900202	22.6326494	6.3959031	16.7245786	11.5190641	23.8940313	0.0314574	0.1358372
2840	40.3482969	26.3182293	26.2304744	20.2530000	10.8546249	13.9294049	17.9262449	34.2990037	18.6122784	13.4794927	12.0461986	7.7570612	30.9227973	29.9509160	21.8937064	21.1312002	11.1741882	9.6603169	15.9839770	15.4914326	28.7068798	23.8182332	17.7063756	15.3900202	18.5029481	8.6672893	14.5235333	11.5190641	21.0301460	0.0308460	0.1052003
2845	39.3597038	24.7689056	23.4495452	15.8017851	14.2331703	14.1387058	22.2034708	38.0828645	26.3637330	13.4929200	12.9514525	7.3740596	36.1705861	34.3141905	32.1006262	22.4734933	11.1741882	7.4302822	16.8894562	21.4662912	30.2454365	24.9572378	20.3029658	18.5018972	18.4239293	5.3510825	15.4133072	11.7796080	21.0426663	0.0299095	0.0706025
2850	41.9491207	25.7786208	23.2615396	20.3808097	16.6182517	12.7796514	18.6056696	35.7188242	17.2362050	15.3279965	12.1713371	7.3740596	35.2183067	35.1923237	24.1479862	23.3165220	11.1741882	7.4302822	15.9631770	14.9061403	30.2602592	29.9919270	24.1340856	16.3725328	17.5395645	9.4408885	12.2198212	11.7796080	21.5476039	0.0307636	0.0813977
2855	41.0698513	25.5099603	24.9145132	18.9499321	11.4184954	14.7290594	20.1775130	39.4315973	23.3302715	12.4300811	12.1744745	7.5826037	35.0815651	32.1575461	22.1067730	21.0734324	11.9612598	8.4004630	14.3985202	14.2412363	28.0781070	26.0148554	22.5696648	11.4632471	21.2164638	8.9528493	12.2435872	11.7796080	22.8072439	0.0288031	0.0813977
2860	41.0698513	29.2355554	26.5357726	18.4673518	13.9998717	15.3943693	19.7716097	40.9072151	21.4717367	19.9998760	15.0613215	8.8567232	34.6099072	31.5072486	24.9246741	20.6251937	9.7838921	7.3693650	17.7767443	11.3407298	29.4085500	26.4792040	17.8516067	15.3603877	20.6657639	10.5881137	16.3163386	12.9069695	26.5950263	0.0272997	0.0813977
2865	38.4750224	33.4002837	22.0396977	17.5120779	14.1686277	16.9238625	16.5878081	37.6559991	21.1937235	19.0455889	16.3448601	8.8567232	34.9983238	32.8670368	25.3906136	22.5006461	11.9376383	9.1411799	17.0324008	21.9957071	29.1965964	28.3548749	27.3183755	15.1634861	16.5437438	8.5689565	15.0890331	13.2577858	26.5950263	0.0262459	0.0464845
2870	39.7024681	29.4697635	21.2748145	16.8281893	12.3375029	14.1205457	16.9746768	33.3391039	24.6394099	12.1581105	13.0290426	7.2625288	32.8874176	28.2245074	25.6904501	22.5626737	11.9376383	8.6318664	17.0324008	14.6261998	26.8880822	23.6795014	18.7042758	17.4616410	18.8906981	6.1389710	16.9489197	14.8862055	20.1184581	0.0257002	0.0452986
2875	45.4713564	25.8578258	24.0049652	18.0722109	9.2193271	14.0735652	16.9746768	33.0497369	18.5883222	15.1260553	11.3357012	7.3535483	32.6199017	32.5010898	26.0267136	23.7082901	11.2150619	8.4873659	14.4903867	14.6261998	25.2466706	24.3125567	19.5290198	17.4616410	20.6947412	5.1762457	13.3987913	11.0483691	22.8825445	0.0257002	0.0452986
2880	44.7319898	25.7455000	22.0122408	20.7312320	17.6422162	14.4336091	20.8148738	41.5908566	15.0786721	13.8968596	14.2423810	8.9485458	38.8088456	37.2071271	27.9983485	19.0929112	12.9089753	8.4873659	14.4903867	18.0802311	30.0066174	27.5564600	21.1042819	14.7181723	17.7135091	8.4839253	16.5476459	14.5594581	25.9697091	0.0257002	0.0452986
2885	42.1868724	30.4632316	24.8421669	17.3397816	13.6568744	14.4336091	19.5941007	41.7608156	25.8549891	13.8968596	14.7266427	8.9485458	34.7281562	33.6222852	23.4861740	21.7567299	12.9040614	10.5727773	20.9818665	18.0802311	30.6301256	28.8872710	23.1998143	13.4696927	16.3028845	7.4927481	15.5142194	9.4269912	25.9697091	0.0264556	0.0452986
2890	42.1868724	35.2915292	23.6968359	21.0887342	12.8964253	16.7371880	20.2854501	41.1275924	23.4348749	13.8968596	13.9409531	8.9485458	31.0894690	29.4706510	24.5548309	21.9749002	9.9962266	7.6342495	20.9818665	19.4440435	29.3832442	26.5575593	24.9704348	13.4696927	16.2196453	9.0980844	13.1632739	12.5999130	25.9697091	0.0255519	0.0754071
2895	38.2023169	29.4087659	23.2140297	18.7574474	13.1423427	17.5741080	15.8299791	33.6659502	22.5801858	10.6176659	11.4391910	10.4469417	32.5859964	31.1351785	25.8030114	20.6239802	11.5887272	8.3877934	17.5795633	19.4440435	28.4604411	28.2064776	27.3365242	15.6872878	21.2004349	9.9714116	14.5518190	12.1278320	25.9697091	0.0251799	0.0757730
2900	39.1251335	31.3894707	22.8235188	19.7025244	19.0363418	14.2493201	20.0470573	38.3825703	21.7774952	10.6773108	10.6445287	7.4274856	31.7072062	30.8417208	23.6013146	17.7841235	8.4590727	7.5612885	17.5795633	16.3928437	28.8159307	27.2580540	24.0050207	15.6872878	16.6552418	6.7212540	14.7974894	12.1693862	24.7542292	0.0263883	0.0757730
2905	40.8377978	29.6463426	22.8430817	18.7100473	10.7958514	14.2493201	20.0470573	36.9700417	21.3542865	16.7121969	8.5123642	7.4274856	33.4680454	33.3969804	32.4017619	21.4880606	11.1434754	7.4601722	17.5795633	15.9269904	29.3628659	24.3591620	23.1737981	15.6872878	17.8132834	8.1819573	14.6821922	12.1693862	19.8493255	0.0222076	0.0757730
2910	43.1318111	31.8251834	21.6453574	21.2719193	12.6581717	13.7198793	20.0470573	41.4557438	19.5462943	11.7905045	15.4736823	7.4274856	38.8818087	35.1722115	21.7880105	20.5279294	10.9382244	7.2796021	14.6726976	18.1756202	34.1037076	27.1248139	26.5934745	13.0167007	19.5779210	8.1819573	14.7088928	12.1693862	19.3982959	0.0222076	0.0757730
2915	43.3203315	28.6317445	24.3237319	22.2728913	12.6581717	19.6245835	20.4765665	39.0453351	22.9334155	11.7905045	15.2363850	7.7638287	36.0948811	32.8958382	28.3646235	21.7938425	12.6978773	9.3986065	18.1196232	13.7748789	32.2049436	30.6690753	20.0836032	19.8294399	22.4416160	7.3198610	16.4843000	12.1693862	26.0669039	0.0229016	0.0757730
2920	42.1980644	30.1018774	25.2965816	19.8634653	12.0465813	18.0095650	17.9233883	37.6261847	20.1434694	16.3408450	12.7911506	6.4242513	36.6306000	35.9604698	34.4477082	20.7722563	10.7639174	9.3986065	13.4694048	20.5740390	34.1274912	27.6274676	23.5007887	15.5555606	19.6377252	6.7793877	14.3432121	12.1693862	27.2034918	0.0197787	0.0757730
2925	42.1980644	28.1913320	22.6350622	20.0257576	16.9957064	14.8290715	19.3509078	40.7699665	22.2077028	11.8073855	10.3490663	7.1016387	35.1848462	29.8811996	23.1695062	20.7722563	13.1406362	8.4303316	13.4694048	12.0308215	28.3249473	27.1148914	26.0863389	11.0500054	19.7143095	7.8783428	14.1960759	10.3388725	20.6437717	0.0181219	0.0757730
2930	44.3911866	26.6991648	26.5676654	21.0732002	13.6419299	19.4106543	19.3509078	40.8763977	21.9867393	11.5561554	8.9722592	7.1016387	37.1031139	31.4606818	24.2697268	23.2434497	10.1525737	7.9122540	15.0051418	19.1967847	28.8276506	26.4394086	24.8195627	11.0500054	20.5928195	6.1613840	16.1704990	9.6707437	21.8327246	0.0190978	0.1228540
2935	35.9844488	28.4349683	26.9451634	22.4335181	12.9278039	17.0300342	17.9701913	35.5865398	24.3686943	10.4162589	15.2097730	8.2671438	33.5120876	32.3897638	30.4420896	21.2055230	9.5712978	9.2898859	19.1645627	13.7519168	27.7536416	25.3994658	22.9427745	16.3694268	18.6729392	6.1620547	16.6890907	14.6107346	23.9659502	0.0189516	0.0788288
2940	37.8658641	25.1006491	22.8962863	21.2695901	12.4186481	13.3726873	20.9632440	35.3062616	17.3108628	14.0761813	12.3666215	11.7617103	33.8938967	33.5230067	28.8786357	20.6755582	13.7973152	9.1820220	19.1645627	14.4177622	28.7321453	24.6743894	22.9435029	17.9697747	20.5044183	9.3924794	11.6761596	8.4038209	21.4332788	0.0189516	0.0788288
2945	37.8658641	25.2525321	22.8675688	15.0411915	9.8109195	14.1318590	18.3436887	35.9349241	22.5114943	15.4461024	12.9936601	10.4242132	35.8585291	32.6005947	26.0276738	20.0513139	13.1439222	7.6747842	15.6687091	19.5931323	29.8132909	29.2072167	28.2511571	15.5528324	18.8667220	7.2786452	12.4903698	10.6229467	23.9804571	0.0196456	0.0788288
2950	37.8658641	27.4571970	25.8716250	18.8926302	9.8109195	17.3917334	19.9020884	37.6052437	24.0255760	21.2577230	13.2855105	6.2963686	36.2087858	34.0950827	29.0132988	18.3756396	12.1639973	10.4000149	15.4587135	15.9195873	30.8414173	29.1315079	25.1616260	15.5528324	15.1771039	5.9836920	13.3297407	9.1836095	19.8531755	0.0186223	0.1126048
2955	37.8658641	29.6428139	25.3821639	20.6000679	15.0899775	17.8314603	19.9020884	36.5240021	25.6234572	15.0353744	12.9176119	11.1126262	35.9660491	31.2019088	26.8945040	20.8793320	10.1626895	9.0864446	14.7898953	15.9195873	28.1247355	27.6550690	22.2678668	18.1231965	16.4482214	7.9453441	15.7660870	12.1347100	25.1668110	0.0180238	0.0667192
2960	36.3384050	29.2373499	23.7090928	21.4701548	15.0208527	19.2693481	19.9020884	35.2753829	23.8322863	18.0763096	14.1727512	10.3164345	32.3568270	31.9752502	27.0021458	19.7831059	10.1626895	7.8241293	15.3602809	15.9195873	28.0916830	26.5845066	22.7659380	16.2849088	18.2899792	8.8832195	18.0306020	11.8886644	21.7053965	0.0171939	0.1856962
2965	36.3384050	26.7267043	24.9263370	19.1717329	15.7554190	18.8006280	21.7994951	36.0105637	21.2597829	11.5213060	13.7601364	7.8030861	34.3098054	30.8692999	23.1615783	21.3046760	10.1626895	5.9996036	19.0781398	17.6854167	29.6179002	26.8054116	22.8371386	12.6770716	24.2603538	8.8832195	13.6197556	10.6219725	26.0785503	0.0156588	0.1011374
2970	44.3710647	30.1622178	20.0746110	19.3812250	19.1271629	15.2700424	17.5417017	38.0988593	20.8294107	13.5369998	14.1064434	7.8030861	36.2746600	34.1671637	26.0293402	21.9644649	10.1626895	9.6584108	20.4042456	15.5808318	28.4077032	26.5714528	24.4257179	14.1493551	19.8909384	6.1097889	14.9548155	13.0047857	26.9283867	0.0156110	0.1011374
2975	44.3710647	33.2771961	22.0571773	19.4701466	15.3573459	15.2700424	18.7069398	35.4847854	20.3068767	12.8898390	10.4222320	9.7420236	33.4886829	32.8019551	27.0017256	19.0257928	10.1626895	9.6584108	16.9689498	17.0717903	32.4897557	31.7863367	25.3890043	18.8452768	18.5155822	7.8345452	15.7354310	9.9454942	21.8749173	0.0139872	0.1011374
2980	39.1462306	32.0136857	27.8371799	22.8519358	12.8985383	18.6692114	18.7069398	34.1532699	18.1722875	14.8332232	15.5710528	9.7420236	33.7282021	32.5375749	22.6997980	20.3951186	9.9965605	9.6584108	16.9689498	17.0717903	28.4651313	27.6173179	22.3201051	18.8452768	20.4734177	7.8345452	14.5395184	13.2639852	26.3205228	0.0150446	0.1233170
2985	34.6632021	28.6425203	24.6362689	17.9330663	16.4689758	13.5831992	18.5480705	34.5134809	18.5252154	15.2231803	11.2802972	9.2987174	34.2056374	30.3156120	23.9787917	18.2621668	11.5700400	9.6584108	16.9689498	18.5810677	28.3973908	26.3984036	21.4011922	19.1597873	22.1437670	7.9354441	12.5360298	11.3566436	24.5233625	0.0136241	0.1170966
2990	47.3716913	23.9452118	23.1507923	20.9740513	11.7531993	13.5831992	17.4402906	33.1304763	18.0223653	17.7022129	10.8864679	9.2987174	31.7524162	30.3127772	25.4986954	23.9082448	16.3208286	8.3150554	18.0864595	13.6096791	27.4104204	25.5977770	24.1321671	14.7187645	20.6660596	8.9307232	15.0125584	14.5777118	24.5550741	0.0136060	0.1170966
2995	44.7618010	30.7911478	22.8441758	17.6036747	12.8705231	15.3148066	21.7062870	37.2200780	22.7539623	19.7248077	11.0767283	8.2638585	35.7338628	34.0472614	23.6881178	22.2296318	13.5330237	8.3150554	16.6420777	23.5642428	32.2952934	31.7646712	22.1007189	18.7415243	17.1867741	8.8852207	12.5570612	11.0249259	24.5550741	0.0158301	0.1004727
3000	36.5511428	25.5601812	22.3916149	19.7684528	14.5331707	14.8756941	18.0562282	35.8813241	17.8814687	13.2921447	10.2782854	8.9116144	34.6212965	34.2356856	23.5350346	20.3893109	10.6954615	9.3276911	20.2590447	15.5261129	27.6651540	22.1741711	20.7239522	11.8346726	18.8090259	8.3560178	15.5826804	14.5688942	24.5550741	0.0165947	0.1386889
3005	36.5511428	27.7759904	25.1784771	20.5360652	12.5797303	12.3888893	19.6795296	30.9797277	17.3764231	12.1708881	12.0012566	8.9116144	29.4906830	29.1948285	22.9527148	18.4280087	10.6954615	9.3276911	15.1731681	15.7592000	27.2035117	24.8659915	18.7689936	14.5499593	17.4819184	8.3560178	13.0782029	10.4085922	24.5550741	0.0165947	0.1386889
3010	43.7518994	29.0121070	26.9707656	22.5827236	13.2749287	16.4305085	21.6514550	36.5317781	22.9951896	18.4442472	14.2348262	8.1902821	35.3879049	30.9771957	26.2757730	24.8100123	14.7535283	10.6558267	12.2639787	17.1126502	30.2148843	27.8782910	21.9669115	12.1052929	21.8449362	8.3560178	14.2420489	11.3070167	25.6059833	0.0155168	0.0831457
3015	42.7324862	24.2898033	23.1276723	22.1707325	13.3107121	15.8035075	18.1752839	35.1024609	20.1945310	11.7632590	12.3682435	8.8764233	34.0731505	32.2978682	26.6162186	21.7512576	10.2855639	9.8044088	17.1296702	17.1126502	29.3332791	27.3429890	26.6096392	14.3046911	17.3932156	8.3560178	15.9159533	12.1620858	24.4325061	0.0177035	0.0525426
3020	36.5260242	29.6456321	24.3515939	19.8980278	13.3107121	15.8035075	21.2709637	35.7064870	25.4412021	15.8745755	13.9190236	11.0037501	32.7672190	32.6099932	22.3681395	20.5148805	10.2855639	9.8044088	19.7932496	17.1126502	30.0071515	28.0203400	26.9977808	14.3046911	16.8844863	10.2582687	14.7948160	12.1620858	23.2334502	0.0168917	0.0382740
3025	41.3003517	33.5081323	24.3521912	21.2558724	17.1935439	15.8035075	21.2709637	38.6717808	18.3916361	15.8745755	11.4296350	6.8408525	34.8846357	34.0365598	24.1653055	22.0895417	10.2855639	6.5581596	20.5871500	17.1694777	27.4184308	26.4450953	20.8104120	15.6592350	15.6495202	6.3214000	13.4965467	12.1620858	27.3258039	0.0168917	0.0537877
3030	41.5915719	28.5325928	22.3376085	19.0419216	13.7014943	15.8035075	21.2709637	40.2414932	28.4625772	19.6703743	14.2518453	10.2654444	31.9121975	31.3993704	27.2425716	23.0030475	11.3824239	6.2571795	20.5871500	23.8953107	29.8347456	24.7509231	20.1723561	15.6592350	19.8015408	8.1346359	13.3316664	12.1620858	22.8194696	0.0149668	0.0772000
3035	44.8837403	26.6578162	25.6730917	19.5536564	18.9095205	15.8035075	21.2709637	35.8514727	19.5128538	15.8002230	14.1179189	7.0201275	31.1453485	29.0128194	22.9498713	21.6281207	11.3824239	11.3280037	19.3115201	16.6773272	27.2189222	25.6227669	25.2060831	13.3647179	16.9371824	9.9876711	12.5677048	10.7423045	22.8194696	0.0156916	0.0600028
3040	47.3286652	29.6088891	23.2239898	23.0443825	17.0608606	17.1154094	18.6056045	36.0041816	21.1764821	15.8002230	10.5225524	6.4235247	31.2641437	26.4244744	24.3438499	21.4399957	10.4967168	10.3853377	19.3115201	16.6773272	26.0364947	25.9471433	21.6815088	13.3647179	14.1616335	6.7928595	12.6737278	10.5477502	21.9762247	0.0146567	0.0967981
3045	47.3286652	26.3593680	26.0263959	20.4007383	12.0595028	15.6180762	21.0473313	43.0513066	19.0939900	13.9889169	15.4078633	10.9742869	31.2043110	27.3733530	24.6644178	19.3443979	10.4967168	10.3853377	19.3115201	14.6811607	27.3291814	25.3183562	22.8162733	19.8984011	16.9377661	6.7928595	14.2574293	9.4730852	25.2505697	0.0154717	0.1280044
3050	38.3123988	24.0103915	23.7659696	20.2559688	15.6911313	11.3114618	19.5402935	35.2902407	27.7736827	17.6544294	12.4448093	7.0871323	33.3669278	32.4196798	23.5043705	20.6273574	10.9256995	10.3853377	19.0493223	16.7150162	32.3436868	28.6306171	24.4277784	14.1739092	19.2648365	5.8781949	14.8602157	14.0720247	26.3962184	0.0116916	0.1308057
3055	46.1025979	27.3203599	20.9480637	19.1793834	10.3854959	15.8956564	18.5008819	33.5495804	18.7368763	12.4129134	10.7988969	9.9452549	31.0835231	28.5867736	27.1711204	22.6823412	10.8168712	9.9048004	19.0493223	16.7150162	26.6641647	24.4790052	22.1347758	21.5386020	16.7178849	8.0083317	15.1680494	11.5240385	26.3962184	0.0128033	0.1471455
3060	39.8372803	26.4361306	21.3291785	19.2658199	15.5527390	15.8956564	15.0803735	33.3140218	22.4617881	10.7191055	10.5367395	7.5709039	31.2393160	27.1173154	23.8285350	21.4464937	10.8168712	8.4285333	19.0493223	19.9495208	27.0924393	26.9128462	24.6932420	13.5405860	16.5904333	8.0083317	14.2102100	11.2198878	22.4319203	0.0125931	0.1471455
3065	35.6751671	28.0003727	25.7032986	20.8811344	15.5527390	15.8956564	22.1023106	31.7213253	19.5724216	11.1627192	17.2552962	11.2792537	30.8835831	30.0656567	29.7972448	22.3380153	12.4673787	7.7802505	16.4281333	15.2581336	28.4123479	28.1791922	24.6932420	13.5405860	18.4735954	7.2477184	15.5912881	13.3483151	22.5022156	0.0142261	0.1931470
3070	37.0053046	24.6685416	22.2645612	20.1736677	12.9411725	15.0591525	20.0684832	32.3339269	18.8581972	13.7106936	13.1327642	9.3955612	31.3053857	27.9784044	21.5445534	20.8026139	12.4673787	9.2356360	14.8789471	18.7688308	26.9363034	23.7677643	21.1967654	17.4480001	17.1659613	7.2477184	15.5860158	11.7952138	22.5022156	0.0150615	0.1265666
3075	40.0356407	23.3221179	22.1866093	19.5063752	15.8992682	15.5843928	20.0684832	33.1037132	18.4936686	13.1853631	13.3426268	6.6435694	31.0933327	26.8792279	25.7937272	21.0228224	8.7221729	6.3266340	16.9869493	14.7261714	25.4282870	25.1802708	19.7024920	13.2595818	17.6619165	7.2477184	14.8192131	12.2782203	17.7264879	0.0141685	0.1202845
3080	40.9789374	27.8392604	21.5065035	19.3427756	14.0057543	15.9572524	19.6872841	33.1083927	22.5091993	13.9709801	13.6076075	10.9025189	32.6538834	30.9373487	23.5703599	21.5107680	8.8810253	8.6375922	14.5856434	14.6292830	26.5072769	25.0744247	21.8580615	18.2831977	18.0811050	7.2477184	15.0298562	12.2782203	23.5105184	0.0157762	0.0832580
3085	36.8927519	33.3120182	21.8401589	20.2366277	14.3720672	16.6701537	17.4021332	34.6318468	26.0879614	14.9417068	12.0645154	8.2727343	31.9796755	30.8705366	27.2163075	21.4782118	15.2861723	8.6375922	14.5856434	14.6292830	30.1184296	27.2372136	21.8580615	13.9852708	20.2753111	9.8578661	17.6333707	15.9051891	20.6119659	0.0148668	0.0936488
3090	41.0131537	24.3688963	23.5807257	22.0578475	14.3720672	16.6701537	19.3617385	38.7980788	20.0596636	14.9794097	15.9307702	11.1814844	34.1343804	32.7536891	22.0398844	22.0060510	11.2438324	8.6375922	14.1534588	13.7872956	27.2935210	27.2372136	24.3441054	17.9978694	22.0667556	12.4764320	13.8270624	9.6770251	26.1875520	0.0150518	0.0464657
