Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
18200	38.9357021	28.3979111	22.4140980	20.5260181	12.8551733	15.5800687	21.2111024	34.9118966	21.1205072	15.0118004	11.7994384	7.8617640	32.8336041	31.2916649	23.7829945	22.3106982	9.8639010	8.4217386	20.1447679	17.3564685	29.7976057	28.3012958	25.3609098	14.7845049	19.6216387	7.2608540	15.6200244	12.3134137	24.3230356	0.0151360	0.0286304	-24.539
18205	40.2970653	30.1969351	22.6410470	20.5260181	12.8551733	17.2178986	20.7726150	34.9118966	21.1205072	13.5868936	12.3666971	7.8617640	31.7236398	30.9950003	23.8079585	21.0951437	9.8639010	8.4217386	19.2937772	16.4918081	29.6841300	27.2949172	23.2188297	15.4189590	18.6931759	7.2608540	14.2905144	10.9601705	25.3592395	0.0153694	0.0286304	-22.184
18210	41.6226073	32.4533736	22.7618893	21.8452170	14.1673704	17.6056505	19.7441629	36.5079749	19.1509620	13.3857636	12.3666971	7.8617640	32.7359558	31.3945860	23.7530843	22.0070529	11.0187972	8.1029740	17.3078885	16.4918081	29.6841300	27.9282186	24.0357563	15.0486174	17.9129385	6.5599394	14.0949297	11.8449461	23.3463631	0.0144226	0.0286304	-26.910
18215	39.6378923	26.4521660	23.0528258	22.1025273	14.1699360	17.5953202	19.7441629	36.5079749	20.2951617	15.0999090	13.0400823	8.1848639	32.2954227	31.2539366	24.5845357	21.3194711	11.0660222	8.1029740	18.3507270	14.5125710	29.6997629	27.9282186	24.0357563	13.0207954	18.5088604	6.5599394	14.0949297	12.0575735	25.7066446	0.0144221	0.0286304	-27.052
18220	40.2630585	28.0306600	23.8390029	22.1025273	14.1699360	17.5953202	19.7441629	36.5079749	21.8377617	15.0999090	14.2421916	9.9729688	32.3019806	31.4463976	24.5888495	21.3194711	11.0578126	9.9836922	18.4561519	18.1680156	29.8902749	29.4653011	25.6314202	15.8663759	18.2952074	7.6248308	14.0949297	12.8012928	22.7662928	0.0147339	0.0222206	-19.503
18225	41.8282429	28.2994811	23.3917288	21.8557265	12.4884311	17.3282120	20.7466273	36.5079749	21.7110718	15.0012764	15.0988621	8.1897346	33.9357693	32.0852172	24.7988104	21.3194711	11.0578126	9.3136445	20.0677311	17.1067767	30.8287892	29.7799788	23.3443896	14.4054634	18.8248814	7.6248308	15.1334450	12.8012928	26.8796612	0.0149436	0.0222206	-27.463
18230	37.6873285	28.0580673	22.8372834	21.7147879	14.0803953	17.3282120	21.3365920	35.8836960	18.9557698	14.3779473	11.4415158	8.1897346	34.1011238	31.8205910	24.5281133	21.2297759	9.5614039	8.5453422	19.1425861	15.3447917	30.6428095	29.2139747	22.7953991	14.3079366	17.7277055	9.3517420	13.7726076	13.2810505	26.8796612	0.0145970	0.0144467	-33.584
18235	37.1085162	28.0580673	22.8372834	20.5509283	15.3867537	17.2736882	19.9806311	35.0439576	20.2463548	16.1456479	11.4652992	8.3417858	32.8673654	31.0507011	22.9857690	21.2297759	10.9683120	8.5453422	18.2394846	14.1054874	29.4456238	28.1685035	24.8566235	16.0025758	17.9731438	9.3517420	14.1862664	12.1495935	24.2482557	0.0144479	0.0177766	-27.234
18240	40.1957584	29.7286352	22.5742048	20.8208388	13.5117092	17.2637905	20.8280679	37.6885115	22.2638250	17.1041940	12.7043726	7.7817491	32.8673654	30.9333587	23.8455023	21.2297759	11.5082933	8.9481142	18.2394846	17.4161004	28.8678037	28.6257360	26.6815614	16.1624914	18.4041684	8.7393905	13.7030258	12.1495935	25.7460612	0.0149117	0.0126848	-24.893
18245	38.8955008	28.6898716	22.7430045	21.3395811	12.7507214	15.4512183	20.7794705	35.5582145	19.9057893	16.1663483	12.7653203	8.3672877	32.8673654	30.9333587	24.9146240	21.2297759	11.5082933	10.0192149	19.5487906	17.2843455	28.9653474	28.6703735	24.6929775	14.0803278	17.1444804	7.9262932	13.0627526	11.8186325	23.1468557	0.0150732	0.0170328	-30.647
18250	40.8746166	29.7960215	23.7060210	21.8147787	14.4873476	17.7319192	20.2353005	37.4159608	22.6396474	12.9919167	13.3506367	7.2723725	31.4708939	30.9333587	23.9738446	21.7791750	10.8077180	9.6691712	18.3205280	17.0671081	28.5604109	27.9980340	24.6929775	14.0803278	18.4178979	8.4623485	13.9188605	12.6749111	23.8868751	0.0146261	0.0372393	-26.653
18255	38.8936183	30.7966445	24.7666972	21.3779259	13.9290981	17.0885649	21.0997596	36.1420376	22.6396474	13.4606970	13.3620426	7.6796529	31.2640456	30.5367582	21.9964060	20.4127219	10.2226355	8.9624545	18.3205280	14.5826413	28.8552891	27.8628586	24.3449895	16.3440411	16.7447712	8.4623485	13.9188605	12.6749111	24.6570945	0.0144307	0.0324099	-27.793
18260	40.5113667	29.1597972	22.9562364	21.1094926	13.7083709	17.0885649	20.1683837	37.5774586	21.5455441	14.4923337	13.3620426	9.5534125	31.0842857	30.1169265	23.3065596	19.9833927	10.2688924	9.4189131	17.1455120	16.7901940	28.7777206	27.6626756	24.3449895	16.3440411	18.7606821	6.6510094	13.9188605	12.1520302	25.1820241	0.0144307	0.0203029	-25.775
18265	38.7692954	30.8288681	21.9616896	21.4304501	14.8171353	17.0679396	19.0920046	35.4703965	19.5139744	13.7475698	10.6722114	6.9706717	33.0168991	31.5099694	25.4341776	21.2095434	11.7026660	10.5273180	18.6960147	16.7901940	29.3517009	28.4952693	25.8118684	13.9731151	18.8573556	7.5423610	13.7776420	13.0077971	25.8495345	0.0155834	0.0213938	-22.374
18270	37.6721782	27.3274305	20.9357063	19.9246498	15.5236356	15.9697948	19.0920046	35.4703965	21.1677118	12.3567586	12.9301111	7.9190526	32.1271644	31.3870654	23.9460734	20.8980382	11.7026660	9.4473738	18.6960147	16.7901940	29.5571355	28.8679231	25.8118684	14.8860289	18.7578919	7.8368841	15.0500968	11.7924029	24.9051233	0.0153502	0.0186156	-24.328
18275	37.6721782	27.7537453	22.3466559	20.9952083	15.5236356	17.7786014	19.0920046	35.4703965	19.7841178	13.9481175	12.6678909	8.6039576	32.6981046	31.7956173	23.8213226	20.8980382	11.3345297	10.4084249	18.1141971	16.8485289	29.5571355	27.5031548	23.7335723	14.7609519	18.0734212	7.8368841	15.4385236	12.6581931	24.9051233	0.0153502	0.0119597	-22.208
18280	38.2625336	29.0616003	23.6712448	22.0098972	13.7976760	18.3005374	19.0920046	33.9114279	20.2235090	15.1501921	14.1058019	8.6039576	32.6734566	31.7956173	24.8510260	20.8980382	11.9349705	10.4084249	17.3783552	17.9643459	30.7618753	28.9029748	24.5255168	16.0275511	19.4714364	9.2326630	15.4385236	12.9170470	25.8273870	0.0157148	0.0095957	-32.346
18285	38.2625336	27.3429131	23.1358137	21.3516363	14.6180597	16.5987461	19.0920046	37.6126753	20.2235090	13.6233525	12.2041084	8.6039576	32.6734566	31.5389752	24.4896984	20.8980382	10.6378978	7.8917271	17.9644277	19.1185584	30.9993709	29.4497176	25.6277354	14.8062128	18.8382776	9.2326630	15.4385236	12.9170470	25.5635006	0.0157148	0.0087730	-34.451
18290	39.1428907	25.3465167	22.6150499	21.3505598	14.6009233	16.5987461	19.2658334	36.4880063	20.2235090	15.3731122	13.6420215	8.6039576	32.7647303	31.2599335	24.7981390	20.7093519	10.0328151	8.7376550	18.3362781	19.1185584	29.1086990	28.8387241	25.0230647	16.6273441	18.8382776	7.8550311	14.7913373	12.9739530	24.2822835	0.0157148	0.0106625	-29.114
18295	39.1428907	25.3465167	22.9637201	21.0560591	15.6648967	18.1290636	20.4084891	36.4880063	20.6482769	15.1970106	12.8064534	7.6206837	32.9614759	31.3114962	25.1202082	21.9151820	10.6012548	8.7376550	18.3362781	19.1185584	29.9916513	28.5158433	25.0230647	14.8466055	18.3518677	7.8550311	14.7913373	12.9739530	25.5772433	0.0158625	0.0144157	-26.404
18300	40.3594171	25.3465167	22.0906406	21.0560591	14.1092900	16.4213856	20.4292336	36.4880063	22.3253179	16.3203224	13.2611222	8.9294492	32.9614759	31.3114962	23.5007727	20.6801756	11.7128315	9.9450975	17.6323885	17.0292581	30.1403032	28.6053311	26.0322185	16.7066280	17.5219682	8.5995404	14.1396507	12.5611631	25.5772433	0.0147554	0.0109515	-21.095
18305	38.9280685	26.8792959	22.0906406	20.8299403	15.4740048	16.4213856	20.2780852	36.2553265	20.6819640	15.3073320	14.3279554	7.9267369	32.9614759	31.3260926	23.5763657	20.6801756	11.9222179	10.0851889	19.8495255	17.0292581	29.3445071	28.4660153	24.9577108	14.4856804	18.5531246	8.5995404	13.4796995	12.3787469	23.6329515	0.0149912	0.0146827	-25.251
18310	39.2917256	27.1563465	22.0906406	20.8201789	14.1567430	16.5327969	20.5677918	37.7293827	20.6819640	14.3995748	11.8431517	7.6657228	33.6192751	31.8244539	24.7296713	22.6141203	10.7629875	8.9637798	17.2985330	17.0840647	30.3212648	29.0391882	22.7525130	15.7503003	19.2896462	8.3576205	14.4782408	12.3787469	23.1547485	0.0152739	0.0164319	-21.928
18315	37.3589338	27.1563465	22.6934974	21.0011544	15.1698552	16.5327969	20.1542942	34.9866945	18.1626344	14.3995748	11.8431517	7.6657228	34.0321854	31.8244539	24.7810971	20.7409113	11.9334520	9.0304806	18.5435180	18.2901044	30.3529515	29.6839221	26.1632899	17.3774924	17.3962465	7.7570504	14.4782408	11.8254277	26.2119749	0.0155083	0.0169108	-28.903
18320	39.6383709	27.1563465	21.7497553	19.9320338	13.8491316	15.1727164	20.4789471	38.5786024	20.6991347	13.5105475	12.7491183	7.6657228	34.0321854	32.4781173	23.4442299	20.2070171	10.1147929	8.2242832	16.5449127	13.7905721	30.5118301	28.9619088	24.2997620	17.4061322	18.2277997	7.0446916	14.4782408	11.9755617	26.2119749	0.0150150	0.0220446	-16.929
18325	39.6383709	29.2230810	21.7075440	18.7803338	13.8794085	15.1727164	20.2513920	35.9519694	20.6991347	13.5841765	12.7600084	8.9829447	33.3091489	32.1824009	23.4284972	19.8021065	11.3774382	9.2904105	16.6708513	14.8455789	30.2533373	29.4609261	25.0128281	17.4061322	18.7119324	7.4145633	14.4007604	11.9755617	24.6490835	0.0150150	0.0220446	-24.368
18330	39.7097884	27.5498633	23.2976392	21.5191657	13.4354771	17.2956040	21.7821261	38.3377152	20.6991347	14.7972603	13.6368758	7.3225941	32.6908325	31.1524002	22.8318935	18.3382171	9.9462078	8.7237951	17.1771574	16.2988470	29.7802587	27.5723855	23.3257337	15.7441138	17.5465987	8.5303830	13.4212251	11.9755617	24.9420272	0.0157359	0.0187391	-29.276
18335	40.4948332	29.3292696	23.2976392	21.3009104	14.5177027	17.2956040	20.8036465	36.8689030	20.6991347	14.0684283	11.8905822	9.0644602	32.6908325	32.0310956	23.0735031	19.9614926	10.6225272	7.9905731	18.0062076	15.4641326	29.9092131	28.9170223	26.8756196	14.4666352	19.1048722	9.6806525	13.1565902	12.1326055	22.8313778	0.0155743	0.0187391	-31.769
18340	39.1845227	29.8688876	22.1114663	20.4117140	13.5984454	17.2189483	20.6069553	36.7340193	20.6991347	16.1093092	13.0207674	8.9958661	33.5295835	31.8733072	23.8546934	19.9614926	9.3120592	7.9905731	17.1696182	15.9698507	29.2068347	27.9647033	24.2387679	14.4666352	18.3580491	7.4344972	14.1549319	12.1326055	26.1094187	0.0159031	0.0261362	-23.462
18345	38.4240529	28.8179531	22.3584109	20.4117140	13.8781219	17.2189483	20.8501539	34.9288310	20.6991347	16.3006029	12.6982916	7.5726278	33.6065881	31.1868584	24.2140491	21.4200634	10.7657758	9.0754993	18.3602059	16.8331979	29.7188339	27.6932885	23.4408315	14.2877524	19.5700956	8.7520586	15.5287128	13.6402093	26.2409443	0.0155013	0.0185029	-18.464
18350	37.1564484	28.8179531	22.5973506	20.4652252	13.8781219	17.5751927	22.1824903	35.4873438	21.2594034	15.0069005	13.2263333	8.8341151	33.5732332	32.1108282	24.2911624	21.4200634	9.7620324	9.1521797	19.8710388	18.9851739	30.0735595	28.6629903	23.4408315	13.7384920	19.3263716	6.5690669	15.5287128	12.9634366	26.0235621	0.0147524	0.0289810	-22.827
18355	38.8629275	28.8179531	23.3669127	22.0328728	12.7450282	15.9642366	20.6002344	36.8629015	19.7638767	14.8394195	11.8042107	7.5899431	33.1463397	32.2132901	24.0104514	22.2853542	8.5635863	7.7733294	19.8710388	17.4170550	29.8179896	28.1600014	24.5452544	15.2059127	17.7161596	7.1821451	14.5782415	13.4911470	23.2728536	0.0153538	0.0194054	-28.189
18360	39.2772130	28.8179531	22.5451605	20.2413587	15.2897569	16.9764103	20.6002344	37.6725341	22.0310493	14.4386924	13.5667370	7.8907298	33.3341138	32.2132901	24.1270716	22.2853542	9.8839131	8.2810685	19.8710388	17.4170550	29.8179896	28.5514656	24.5452544	15.7879191	18.0420759	7.1821451	14.5782415	12.4115111	23.9631494	0.0150653	0.0194054	-22.455
18365	40.4102504	30.8350065	23.9702191	21.8969214	13.8907769	17.4534910	23.4092768	37.7269931	20.5529664	16.7353497	13.8784597	8.4611558	34.5829510	32.2132901	24.2976806	21.3773604	9.8839131	8.5794871	18.2215394	17.8806892	29.3997929	28.4573668	24.5401767	14.5699268	18.7323717	7.1821451	15.4722228	12.9609643	25.1970018	0.0150653	0.0307290	-19.897
18370	41.0595878	30.6310553	24.1497767	20.8651754	15.1897514	15.9377151	21.4732622	37.7269931	23.1032535	17.0850536	12.8193901	7.7832974	32.9987119	32.2132901	24.8575435	22.1882441	9.9859587	8.7487767	17.8390282	17.8806892	29.3997929	28.6841167	24.5401767	15.6877858	18.0854516	8.3698106	15.4722228	13.9839596	25.8474805	0.0144005	0.0262676	-20.267
18375	41.2131299	33.8050996	24.1497767	21.9053674	14.1353087	17.5621986	21.8658933	37.7269931	21.8110175	14.4814415	12.3471504	7.8872583	33.1481371	32.2132901	24.5661322	21.2111666	10.8396061	8.7736568	19.1993272	16.4942152	29.6674448	28.6841167	24.5401767	17.0215921	19.1009404	8.3698106	14.4736927	13.8062684	24.7020766	0.0152384	0.0210264	-28.787
18380	43.0586390	33.8050996	26.0909681	23.0402605	15.7893110	19.1107105	25.3233486	36.5915399	20.0665951	13.7878764	13.0496296	8.4419617	34.6880021	32.1455734	24.6274256	22.3275071	10.0916724	8.7736568	19.8678147	18.7964253	29.6674448	29.1085131	24.4767890	16.1504981	18.3866712	7.9587375	14.8678619	13.1980664	22.6576202	0.0146725	0.0174074	-22.222
18385	42.8088812	30.9174162	25.4317028	23.7838733	17.4392653	16.7377556	22.6752433	37.9890743	20.0665951	13.7878764	11.9644622	7.3441312	34.8089642	32.4714181	25.1427690	20.0514764	11.3015067	8.7736568	15.9125754	20.5019557	30.3858552	29.3921012	24.4767890	16.1504981	19.0714567	7.9587375	14.3286860	12.1187625	23.6807522	0.0143777	0.0224757	-34.560
18390	42.2987931	29.8376306	24.5534186	23.1507145	14.9958110	18.6917878	22.5171049	35.8480266	22.2364373	15.2703897	15.6464671	8.2836368	32.8338891	32.0938339	26.3991752	21.2855098	10.5494282	8.7736568	19.8380899	18.5161130	31.0321016	29.8532962	26.2614426	14.7680227	18.4103782	7.4669792	15.0785165	13.2458300	26.5603366	0.0146548	0.0224757	-26.949
18395	39.4013895	30.8992389	22.5603791	21.2121242	13.7672510	17.0941223	20.7569920	36.0079084	22.2364373	17.1560751	13.6644930	8.8379582	33.7464572	31.4593467	25.5394669	22.5686040	12.0743235	9.7171531	19.0589924	18.5161130	30.2840706	29.2539373	26.1303924	14.6523865	18.6811194	9.2699094	14.6044009	12.2249909	22.5606259	0.0148924	0.0105705	-21.307
18400	38.2278759	29.1784530	23.3620761	20.3793643	13.7672510	16.8974076	21.7799227	38.1331360	22.2364373	15.7739341	12.9948872	9.7259467	33.5380374	31.3802952	24.8780895	21.2736300	11.0913731	8.7966297	18.4219635	16.2898403	28.9260690	28.1411752	25.6431430	13.1427655	17.2333861	7.7678220	14.7084760	13.6198241	21.0603994	0.0147793	0.0163506	-30.557
18405	39.2309143	30.3272987	24.9811090	20.9957658	13.3436666	17.0424836	21.7799227	37.6754425	19.0950663	14.8157858	12.2360933	8.4810726	32.0161825	31.2370253	24.2391527	21.2736300	10.1502338	9.5473743	17.7622984	16.2898403	29.6747607	28.6088509	24.3604031	13.2827205	18.7255817	7.7678220	14.7084760	12.5833337	25.5743602	0.0156200	0.0206771	-33.994
18410	39.2309143	28.9544595	24.9811090	22.0494898	12.7189777	16.2064563	22.8654187	35.7203166	19.5517192	14.6608321	12.3766686	8.4810726	32.0824090	31.3279420	24.7073667	21.2736300	10.8622135	9.0085640	19.4050172	16.6067404	29.5398391	29.3500476	26.0105392	14.8873405	20.2909979	7.5663892	14.7084760	12.8461666	24.4858298	0.0153501	0.0206771	-26.702
18415	39.2309143	29.4290340	22.4639389	20.6970959	14.3603214	17.1425920	19.0779877	35.3099331	19.7479144	14.2774894	13.4424650	8.1803598	32.7606414	31.6758537	23.6225845	19.6593356	10.8622135	9.0085640	17.4456043	14.2147670	30.0840716	29.3500476	26.0105392	14.2857861	19.2464070	8.2518549	14.7138326	13.2783490	23.7768619	0.0153501	0.0159100	-29.710
18420	39.4746336	29.0741405	23.2796288	20.6591475	14.3603214	17.1425920	20.5889360	35.1040045	19.7479144	14.7017211	13.4424650	8.1803598	33.4279922	32.2759525	23.6905778	20.5187323	11.2275353	9.0085640	17.4456043	14.2147670	30.8541692	29.2187233	26.0105392	14.8261904	18.2050865	7.9990048	14.7138326	13.2783490	23.7768619	0.0145418	0.0079741	-34.535
18425	39.6615156	28.8503079	23.2796288	21.5161440	15.0439240	16.3773985	20.5889360	36.5195788	21.7564570	16.9132382	12.7715168	9.0545108	33.4279922	31.9182209	24.9107029	20.2198815	9.9920145	8.1316109	19.0907767	16.2397445	29.6772261	27.7220752	25.3872652	16.3704998	18.0573628	7.9990048	13.5247439	11.9919230	25.5338265	0.0148769	0.0095802	-29.867
18430	37.9490565	28.3351428	23.4907621	21.3409670	14.3737926	18.3251898	20.1464506	36.7242783	21.7564570	15.6918035	13.1444671	9.0545108	33.4279922	30.7684637	24.9261624	21.8756459	9.4523816	8.5572091	19.0907767	17.4406674	29.9724923	29.6474223	25.4898164	15.4240657	19.1018051	9.3219602	14.8482730	12.5225708	22.8392867	0.0150799	0.0135216	-24.645
18435	39.4505969	28.3351428	23.8775706	21.7664133	16.1422507	17.3238366	21.9136855	36.7822660	20.1881695	14.0962843	11.9679750	7.5367242	34.4071690	31.7477526	25.2954847	21.8756459	10.4082024	8.5620048	19.0907767	18.2330534	29.9715072	29.6474223	25.4898164	15.0047518	20.4999269	9.3219602	16.4116063	13.2042848	24.3811140	0.0147685	0.0081396	-26.590
18440	42.0018449	30.5068965	24.6397440	22.3649115	14.5111444	17.6770914	23.8009875	38.5216446	21.4617696	14.6009168	13.3837818	8.7000059	33.1295057	31.8394449	24.9243129	21.7776770	10.3076314	8.6554320	19.0907767	17.6402705	30.0406917	29.6474223	25.4898164	16.6949295	20.4999269	9.4438015	16.4116063	14.5711218	25.3809706	0.0146102	0.0123296	-30.324
18445	39.6496011	29.5225612	25.1349106	22.7330828	14.3774801	17.6770914	23.7051940	37.4675751	21.4617696	15.1709506	12.5463919	7.9943519	33.8008469	32.4043445	23.8138185	22.0351743	10.9287029	9.6366651	19.0907767	14.8832840	30.2120692	29.0061214	23.3576240	14.5947522	21.1787445	9.5912339	17.1379182	13.5674164	25.3809706	0.0146361	0.0123296	-23.289
18450	38.2556568	28.5376391	25.1349106	21.7528706	15.5474847	17.7973908	22.3392413	36.7865608	21.4617696	15.5539389	11.9930021	7.6164962	32.3534833	32.1374399	24.7016134	21.1742157	10.9287029	8.9700461	18.2341709	16.4007595	29.9761415	29.3723213	24.3856475	17.0829040	19.8750335	8.1885603	16.9227756	13.5674164	25.7621041	0.0146361	0.0183088	-27.530
18455	38.7705405	28.9242446	23.5771377	20.5057250	14.2453084	16.2661096	22.3392413	36.7865608	20.8119783	13.2351210	11.1304422	7.2049395	33.6280791	31.2240390	24.4437575	21.1742157	11.0373522	9.4621803	17.8136236	18.1153104	30.0489010	29.3723213	26.1995469	14.0756687	19.0195623	8.1885603	15.8945690	14.4648719	24.8254247	0.0145926	0.0183088	-20.964
18460	39.4736260	29.9910972	23.9086801	22.8596435	16.9560331	15.2055104	22.0580378	36.7865608	19.5140881	13.8081960	10.9236334	7.9824139	33.6280791	33.3145438	24.8106361	21.1742157	11.7060024	9.9537596	16.7547264	19.0684423	31.1344085	29.6452367	24.4575469	15.4029179	20.3760589	8.9466760	14.7260869	13.5821510	24.8254247	0.0145829	0.0281811	-30.237
18465	41.2998648	28.6213136	23.6609271	21.7985165	15.2304021	18.3247056	20.8911726	38.2593204	19.5140881	14.1013367	12.0577682	6.7589318	34.1317460	32.9109777	25.4971527	21.1742157	11.7060024	9.5566701	18.0373661	19.0684423	31.1344085	30.6745208	24.0332734	15.1966535	19.2998392	8.5133202	15.8767971	13.6036085	28.1836828	0.0151388	0.0187232	-22.629
18470	40.1158906	28.6213136	23.4219733	22.6475297	14.2344086	18.3247056	19.6858836	38.2593204	20.2665069	14.1013367	13.4156682	9.3278599	34.0253826	32.4556261	24.4383836	22.0770445	10.8570732	10.0139923	19.3886988	16.8508215	30.4494735	28.9867106	26.1907608	14.3320530	19.7540574	8.5133202	14.9792258	12.7224909	27.0126465	0.0145731	0.0292255	-28.447
18475	37.3117508	28.6213136	23.9241722	21.4945373	14.8550655	17.7396777	22.5192875	35.7237219	20.2665069	13.3098452	13.4156682	8.5736659	33.1317661	32.4556261	24.3575730	21.5582984	11.6587469	8.8332298	17.8438612	15.0164015	29.4082220	28.9867106	24.8393735	16.9168571	19.4125363	8.1093601	15.5726635	13.3207605	24.6906222	0.0141698	0.0359250	-28.014
18480	38.9420260	29.3393137	22.8814877	21.1210407	14.4340529	17.7396777	21.5084423	35.7237219	20.2665069	14.1664107	12.3644099	9.8328209	33.3199081	32.5813231	24.7676843	21.5582984	10.5774299	9.6585106	15.9999317	16.5892661	30.2335805	28.9867106	24.1327585	15.6178716	18.1608997	8.0168384	15.5726635	13.3207605	24.3175401	0.0143911	0.0215388	-26.523
18485	41.1668313	29.3393137	22.3482294	21.3707061	14.4340529	17.7396777	19.2249330	35.7237219	22.2141818	16.2869491	13.2117511	7.8633176	33.6311700	31.3981312	22.7185125	21.2822247	10.7151325	9.6841975	15.9999317	16.5892661	29.9936528	27.8619770	24.0866182	16.9371000	18.0005270	8.0168384	13.9855824	12.2020256	24.7000642	0.0146426	0.0264171	-33.173
18490	37.9371534	28.1712144	22.8406380	22.3835211	14.1658731	18.1914617	19.2249330	37.1357805	21.1082716	16.5185562	12.8943240	9.0076229	32.4828554	31.5753938	24.1378421	21.3938588	11.3576944	10.2745962	19.0448082	16.5892661	30.5058290	28.2384201	25.6446865	16.5961912	17.2624352	7.2800502	14.8150728	13.2680209	23.9268904	0.0149930	0.0148651	-20.164
18495	39.7110819	27.0523346	22.8406380	21.3041787	14.8239629	17.6070809	20.9429677	38.5454994	21.8395553	15.2429979	13.2604064	9.0076229	33.3688392	30.9502438	24.1064602	21.5437426	11.3576944	9.8474250	18.5318319	16.0713861	29.2188090	29.0853839	26.9072773	15.8832021	18.5010623	6.8476999	14.1482266	13.0822942	25.4804299	0.0157632	0.0148651	-21.888
18500	39.5062168	29.0143065	24.1172307	21.3041787	13.9576517	17.6070809	20.9429677	36.4248007	20.1016299	14.8167032	13.3497675	9.7131670	31.1309156	30.6573251	24.4541238	21.6048785	11.6818310	9.5703102	19.3788187	16.6096558	29.4714114	29.0853839	24.6284834	15.8182826	16.8590833	7.7106185	13.7175130	11.4941980	24.3345727	0.0150742	0.0085494	-23.459
18505	38.9648511	31.3400473	22.2515021	20.7956169	12.5350060	18.2720404	19.9181575	35.1203721	20.8888069	16.3205533	14.5099620	8.0065405	32.0708033	30.5912419	24.3480396	20.3720920	11.6818310	9.2939982	18.5022085	17.5957472	28.8632830	28.2107613	23.7912934	15.9099637	18.8527306	8.6779700	15.2410479	12.2852063	24.3345727	0.0153199	0.0135578	-27.936
18510	38.9648511	31.3400473	22.2706797	20.7956169	15.1358603	16.5837570	18.9005895	35.1203721	22.7465246	16.2255188	14.4917351	9.4735739	32.1875539	30.7216571	23.6048664	20.3577272	11.4753828	9.4369227	18.5022085	16.7401224	28.8632830	28.2107613	25.5727043	15.9099637	17.9083702	8.8415067	13.8897641	12.2852063	25.7720521	0.0147252	0.0144011	-32.576
18515	41.3156806	28.6212479	21.9997618	20.7719120	14.1783884	17.1199032	19.2474112	34.9163876	21.0456172	13.6536943	15.3918899	9.6215446	31.6992373	30.6444664	24.2529924	20.3453345	11.3017229	9.3431462	18.5022085	15.5117673	28.9857975	27.3503544	23.2483246	14.7960491	16.9128132	8.1381278	13.5866200	11.3495484	24.0340097	0.0148536	0.0144011	-30.213
18520	39.6428657	30.3451355	22.0370944	19.7497904	15.6443557	15.8966849	20.0835574	34.9163876	20.1556830	14.9625983	13.6045195	9.8728018	32.1861580	31.1199961	23.6533178	21.5087400	10.5311185	9.3431462	18.5022085	17.4284818	28.1450960	27.2506558	23.2483246	13.4929957	17.4213076	7.4075918	13.5866200	12.0655115	24.8229397	0.0158198	0.0150731	-24.624
18525	38.7321997	28.4020351	22.0370944	21.1460441	13.5417304	15.4747743	19.5888275	36.3124827	20.1556830	13.5702451	14.5995456	8.1747469	32.5300280	30.4155779	24.0659089	21.5087400	10.5311185	9.3431462	18.5022085	16.3085189	28.0571026	27.6673869	25.5425030	14.9981229	17.1733580	7.4075918	13.5866200	12.0655115	22.0917041	0.0145806	0.0218911	-31.897
18530	40.2988341	28.4020351	22.7443692	21.1460441	14.3304825	16.5135524	20.6388791	34.8047035	22.0807986	14.1939724	14.5995456	8.1747469	32.2042397	31.4449571	24.7526355	20.5767233	11.2891481	8.7304298	17.4066525	16.8970806	28.7208594	26.8330426	23.6229547	15.9275628	17.9361272	8.0811749	13.5866200	12.0655115	24.4718453	0.0153435	0.0350253	-17.283
18535	38.9467463	31.0724974	23.1103958	22.0075697	13.2736135	17.5181532	20.2775132	35.8403290	19.9684403	13.5498855	14.3270535	8.1747469	33.0168921	31.6969115	24.5361194	21.4257552	11.2891481	8.9977139	19.6468677	18.9326812	29.7561194	27.8960810	23.6229547	16.5903115	19.0270468	8.0811749	13.5611994	11.3509736	24.4718453	0.0153685	0.0536539	-25.959
18540	38.6987851	31.0724974	22.6038617	21.1686911	16.0480216	15.0443472	20.3901302	37.3635331	21.1391634	13.6397922	15.0444757	9.1165503	33.2476363	32.1989803	24.2239429	22.3918886	10.4261229	8.1136302	20.8446532	16.2022686	30.7114574	30.1095249	23.5428295	15.3864075	20.6502156	8.7752439	13.5611994	11.3509736	21.7304997	0.0165144	0.0536539	-26.476
18545	39.3907434	28.7063311	22.6038617	21.6040107	16.0480216	16.7028068	18.7398823	37.3635331	19.9128015	15.2490824	13.8630874	8.2378912	33.2357658	31.5099123	25.8671186	21.1002191	9.5512611	8.0138395	18.8199402	17.0534954	30.1026668	29.6719610	25.5039114	17.5532187	19.8479044	8.0884832	14.7838050	12.0118254	22.4556803	0.0151904	0.0305322	-29.019
18550	39.1173962	30.5949669	22.6038617	21.5449712	14.1963638	18.9966440	20.2644824	35.4288945	19.9128015	15.6811978	12.9777601	8.4903475	32.4686855	31.5099123	25.9991850	22.6251775	11.2118338	8.6555313	19.8246986	17.0534954	29.6381498	28.7381957	24.2535988	15.5661845	18.8039828	9.4928597	14.7838050	12.7333444	24.0422978	0.0152276	0.0182799	-20.990
